"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_268220","TGME49_268220-t26_1","hypothetical protein","protein coding gene","TGME49_068220","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268270","TGME49_268270-t26_1","hypothetical protein","protein coding gene","TGME49_068270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268290","TGME49_268290-t26_1","DEAD/DEAH box helicase domain-containing protein","protein coding gene","TGME49_068290","N/A","N/A","N/A","GO:0005524;GO:0003677;GO:0004386;GO:0016787;GO:0003676","ATP binding;DNA binding;helicase activity;hydrolase activity;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268350","TGME49_268350-t26_1","hypothetical protein","protein coding gene","TGME49_068350","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268760","TGME49_268760-t26_1","hypothetical protein","protein coding gene","TGME49_068760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268770","TGME49_268770-t26_1","dual specificity phosphatase, catalytic domain-containing protein","protein coding gene","TGME49_068770","N/A","N/A","N/A","GO:0016791;GO:0004721;GO:0004725;GO:0008138","phosphatase activity;phosphoprotein phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity","GO:0016311;GO:0006470","dephosphorylation;protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268780","TGME49_268780-t26_1","hypothetical protein","protein coding gene","TGME49_068780","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268830","TGME49_268830-t26_1","hypothetical protein","protein coding gene","TGME49_068830","N/A","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","GO:0015078","proton transmembrane transporter activity","GO:0015986","ATP synthesis coupled proton transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268880","TGME49_268880-t26_1","hypothetical protein","protein coding gene","TGME49_068880","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268890","TGME49_268890-t26_1","citrate synthase I","protein coding gene","TGME49_068890","N/A","N/A","N/A","GO:0046912;GO:0004108","acyltransferase, acyl groups converted into alkyl on transfer;citrate (Si)-synthase activity","GO:0044262;GO:0006099","cellular carbohydrate metabolic process;tricarboxylic acid cycle","GO:0005739","mitochondrion","N/A","N/A","N/A","N/A"
"TGME49_268900","TGME49_268900-t26_1","dense granular protein GRA10","protein coding gene","TGME49_068900","GRA10","N/A","N/A","GO:0008270","zinc ion binding","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_268970","TGME49_268970-t26_1","hypothetical protein","protein coding gene","TGME49_068970","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269075","TGME49_269075-t26_1","hypothetical protein","protein coding gene","TGME49_069070, TGME49_069080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269190","TGME49_269190-t26_1","glyceraldehyde-3-phosphate dehydrogenase GAPDH2","protein coding gene","TGME49_069190","GAPDH2","GO:0016021","integral component of membrane","GO:0051287;GO:0050661;GO:0004365;GO:0016620","NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","GO:0006006;GO:0055114","glucose metabolic process;obsolete oxidation-reduction process","GO:0005783","endoplasmic reticulum","N/A","N/A","N/A","N/A"
"TGME49_269420","TGME49_269420-t26_1","hypothetical protein","protein coding gene","TGME49_069420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269460","TGME49_269460-t26_1","Ser/Thr phosphatase family protein","protein coding gene","TGME49_069460","N/A","N/A","N/A","GO:0005509;GO:0016787;GO:0004721","calcium ion binding;hydrolase activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269690","TGME49_269690-t26_1","hypothetical protein","protein coding gene","TGME49_069690","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269700","TGME49_269700-t26_1","NLI interacting factor family phosphatase","protein coding gene","TGME49_069700","N/A","N/A","N/A","GO:0008420;GO:0004721;GO:0005515","RNA polymerase II CTD heptapeptide repeat phosphatase activity;phosphoprotein phosphatase activity;protein binding","GO:0070940","dephosphorylation of RNA polymerase II C-terminal domain","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_269750","TGME49_269750-t26_1","CrcB family protein","protein coding gene","TGME49_069750","N/A","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270170","TGME49_270170-t26_1","hypothetical protein","protein coding gene","TGME49_070170","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270190","TGME49_270190-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_070190","N/A","N/A","N/A","GO:0003824;GO:0004721","catalytic activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270220","TGME49_270220-t26_1","hypothetical protein","protein coding gene","TGME49_070220","N/A","GO:0016021","integral component of membrane","GO:0004584","obsolete dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity","GO:0006506","GPI anchor biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270240","TGME49_270240-t26_1","MAG1","protein coding gene","TGME49_070240","MAG1","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020003","symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_270320","TGME49_270320-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_070320","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270330","TGME49_270330-t26_1","cell-cycle-associated protein kinase, putative","protein coding gene","TGME49_070330","N/A","GO:0005675;GO:0070985","transcription factor TFIIH holo complex;transcription factor TFIIK complex","GO:0005524;GO:0008353;GO:0004672;GO:0004713","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity;protein tyrosine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270510","TGME49_270510-t26_1","asparaginyl-tRNA synthetase (NOB+tRNA synthase)","protein coding gene","TGME49_070510","N/A","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0004816;GO:0003676;GO:0000166","ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding","GO:0006421;GO:0006418","asparaginyl-tRNA aminoacylation;tRNA aminoacylation for protein translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270700","TGME49_270700-t26_1","hypothetical protein","protein coding gene","TGME49_070700","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270920","TGME49_270920-t26_1","rhoptry kinase family protein ROP32","protein coding gene","TGME49_070920","ROP32","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_270930","TGME49_270930-t26_1","hypothetical protein","protein coding gene","TGME49_070930","N/A","GO:0000347","THO complex","N/A","N/A","GO:0006406;GO:0006397","mRNA export from nucleus;mRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271070","TGME49_271070-t26_1","hypothetical protein","protein coding gene","TGME49_071070","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271110","TGME49_271110-t26_1","hypothetical protein","protein coding gene","TGME49_071110","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_271260","TGME49_271260-t26_1","hypothetical protein","protein coding gene","TGME49_071260","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272200","TGME49_272200-t26_1","AGC kinase","protein coding gene","TGME49_072200","N/A","N/A","N/A","GO:0004679;GO:0005524;GO:0004691;GO:0004698;GO:0004697;GO:0004672","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;calcium-dependent protein kinase C activity;protein kinase C activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272280","TGME49_272280-t26_1","PP2C, putative","protein coding gene","TGME49_072280","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272340","TGME49_272340-t26_1","hypothetical protein","protein coding gene","TGME49_072340","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272510","TGME49_272510-t26_1","aspartyl protease","protein coding gene","TGME49_072510","N/A","N/A","N/A","GO:0004190","aspartic-type endopeptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_272540","TGME49_272540-t26_1","protein kinase (incomplete catalytic triad)","protein coding gene","TGME49_072540","N/A","N/A","N/A","GO:0004679;GO:0005524;GO:0004691;GO:0004672;GO:0004674","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274110","TGME49_274110-t26_1","glycoprotease family protein","protein coding gene","TGME49_074110","N/A","N/A","N/A","GO:0004222","metalloendopeptidase activity","GO:0006508;GO:0002949","proteolysis;tRNA threonylcarbamoyladenosine modification","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274170","TGME49_274170-t26_1","protein kinase (incomplete catalytic triad)","protein coding gene","TGME49_074170","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_274190","TGME49_274190-t26_1","eukaryotic initiation factor 2B epsilon subunit, putative","protein coding gene","TGME49_074190","N/A","N/A","N/A","GO:0005515;GO:0003743","protein binding;translation initiation factor activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275440","TGME49_275440-t26_1","dense granule protein GRA6","protein coding gene","TGME49_075440","GRA6","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0045177;GO:0005886;GO:0020003","apical part of cell;plasma membrane;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_275470","TGME49_275470-t26_1","dense granule protein GRA15","protein coding gene","TGME49_075470","GRA15","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275690","TGME49_275690-t26_1","ClpB, putative","protein coding gene","TGME49_075690","N/A","GO:0005737;GO:0005622","cytoplasm;intracellular anatomical structure","GO:0005524;GO:0016887;GO:0008134","ATP binding;ATP hydrolysis activity;transcription factor binding","GO:0019538;GO:0042026;GO:0006355;GO:0009408","protein metabolic process;protein refolding;regulation of transcription, DNA-templated;response to heat","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_275860","TGME49_275860-t26_1","hypothetical protein","protein coding gene","TGME49_075860","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276130","TGME49_276130-t26_1","cathepsin CPC2","protein coding gene","TGME49_076130","CPC2","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_276220","TGME49_276220-t26_1","hypothetical protein","protein coding gene","TGME49_076220","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276920","TGME49_276920-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_076920","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_276970","TGME49_276970-t26_1","hypothetical protein","protein coding gene","TGME49_076970","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_277010","TGME49_277010-t26_1","Fe-S metabolism associated domain-containing protein","protein coding gene","TGME49_077010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_277490","TGME49_277490-t26_1","hypothetical protein","protein coding gene","TGME49_077490","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278170","TGME49_278170-t26_1","hypothetical protein","protein coding gene","TGME49_078170","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278510","TGME49_278510-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_078510","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_278720","TGME49_278720-t26_1","hypothetical protein","protein coding gene","TGME49_078720","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_280670","TGME49_280670-t26_1","hypothetical protein","protein coding gene","TGME49_080670","N/A","GO:0016021","integral component of membrane","GO:0015144","carbohydrate transmembrane transporter activity","GO:0034219","carbohydrate transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_280720","TGME49_280720-t26_1","hypothetical protein","protein coding gene","TGME49_080720","N/A","GO:0016020","membrane","GO:0004197","cysteine-type endopeptidase activity","GO:0071586","CAAX-box protein processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281450","TGME49_281450-t26_1","cell-cycle-associated protein kinase, putative","protein coding gene","TGME49_081450","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281580","TGME49_281580-t26_1","PP2C, putative","protein coding gene","TGME49_081580","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281630","TGME49_281630-t26_1","hydroxyacylglutathione hydrolase","protein coding gene","TGME49_081630","N/A","N/A","N/A","GO:0016787;GO:0004416","hydrolase activity;hydroxyacylglutathione hydrolase activity","GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_281675","TGME49_281675-t26_1","protein kinase, putative","protein coding gene","TGME49_081670, TGME49_081790, TGME49_081780","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_282040","TGME49_282040-t26_1","hypothetical protein","protein coding gene","TGME49_082040","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_282150","TGME49_282150-t26_1","hypothetical protein","protein coding gene","TGME49_082150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283480","TGME49_283480-t26_1","cell-cycle-associated protein kinase DYRK2, putative","protein coding gene","TGME49_083480","N/A","N/A","N/A","GO:0005524;GO:0004672;GO:0004712","ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283540","TGME49_283540-t26_1","hypothetical protein","protein coding gene","TGME49_083540","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283590","TGME49_283590-t26_1","NLI interacting factor family phosphatase","protein coding gene","TGME49_083590","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_283780","TGME49_283780-t26_1","glucose-6-phosphate isomerase GPI","protein coding gene","TGME49_083780","GPI","GO:0016021","integral component of membrane","GO:0004347","glucose-6-phosphate isomerase activity","GO:0006094;GO:0006096","gluconeogenesis;glycolytic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_284010","TGME49_284010-t26_1","5'-3' exonuclease, N-terminal resolvase family domain-containing protein","protein coding gene","TGME49_084010","N/A","N/A","N/A","GO:0017108;GO:0003677;GO:0003824;GO:0004527","5'-flap endonuclease activity;DNA binding;catalytic activity;exonuclease activity","GO:0033567","DNA replication, Okazaki fragment processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285180","TGME49_285180-t26_1","hypothetical protein","protein coding gene","TGME49_085180","N/A","GO:0016021","integral component of membrane","GO:0004519;GO:0016788;GO:0003676","endonuclease activity;hydrolase activity, acting on ester bonds;nucleic acid binding","GO:0006308","DNA catabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285240","TGME49_285240-t26_1","3-oxo-5-alpha-steroid 4-dehydrogenase","protein coding gene","TGME49_085240","N/A","GO:0016021","integral component of membrane","GO:0016627;GO:0019166","oxidoreductase activity, acting on the CH-CH group of donors;trans-2-enoyl-CoA reductase (NADPH) activity","GO:0006629","lipid metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285290","TGME49_285290-t26_1","hypothetical protein","protein coding gene","TGME49_085290","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_285970","TGME49_285970-t26_1","30S ribosomal protein S5, putative","protein coding gene","TGME49_085970","N/A","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","GO:0003723;GO:0003735","RNA binding;structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286210","TGME49_286210-t26_1","protein phosphatase 4, catalytic subunit","protein coding gene","TGME49_086210","N/A","N/A","N/A","GO:0016787;GO:0004721","hydrolase activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286450","TGME49_286450-t26_1","dense granule protein GRA5","protein coding gene","TGME49_086450","GRA5","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_286470","TGME49_286470-t26_1","AGC kinase","protein coding gene","TGME49_086470","N/A","N/A","N/A","GO:0004679;GO:0005524;GO:0004691;GO:0004672;GO:0004674","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286530","TGME49_286530-t26_1","hypothetical protein","protein coding gene","TGME49_086530","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286760","TGME49_286760-t26_1","hypothetical protein","protein coding gene","TGME49_086760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_286800","TGME49_286800-t26_1","hypothetical protein","protein coding gene","TGME49_086800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_287250","TGME49_287250-t26_1","hypothetical protein","protein coding gene","TGME49_087250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_287480","TGME49_287480-t26_1","hypothetical protein","protein coding gene","TGME49_087480","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_288500","TGME49_288500-t26_1","FAD Malate-dehydrogenase (MDH-FAD)","protein coding gene","TGME49_088500","N/A","N/A","N/A","GO:0052589;GO:0008924;GO:0016491","malate dehydrogenase (menaquinone) activity;malate dehydrogenase (quinone) activity;oxidoreductase activity","GO:0055114;GO:0006099","obsolete oxidation-reduction process;tricarboxylic acid cycle","GO:0005739","mitochondrion","N/A","N/A","N/A","N/A"
"TGME49_288570","TGME49_288570-t26_1","hypothetical protein","protein coding gene","TGME49_088570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_288650","TGME49_288650-t26_1","dense granule protein GRA12","protein coding gene","TGME49_088650","GRA12","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_288680","TGME49_288680-t26_1","endonuclease IV APN","protein coding gene","TGME49_088680","N/A","N/A","N/A","GO:0003677;GO:0008833;GO:0008270","DNA binding;deoxyribonuclease IV (phage-T4-induced) activity;zinc ion binding","GO:0006281","DNA repair","GO:0005634","nucleus","N/A","N/A","N/A","N/A"
"TGME49_288840","TGME49_288840-t26_1","hypothetical protein","protein coding gene","TGME49_088840","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_288880","TGME49_288880-t26_1","hypothetical protein","protein coding gene","TGME49_088880","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289050","TGME49_289050-t26_1","FIKK kinase, putative","protein coding gene","TGME49_089050","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289080","TGME49_289080-t26_1","HEAT repeat-containing protein","protein coding gene","TGME49_089080","N/A","GO:0030123;GO:0030117","AP-3 adaptor complex;membrane coat","N/A","N/A","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289150","TGME49_289150-t26_1","hypothetical protein","protein coding gene","TGME49_089150","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289310","TGME49_289310-t26_1","cullin family protein","protein coding gene","TGME49_089310","N/A","GO:0031461","cullin-RING ubiquitin ligase complex","GO:0031625","ubiquitin protein ligase binding","GO:0006511","ubiquitin-dependent protein catabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289320","TGME49_289320-t26_1","casein kinase I, putative","protein coding gene","TGME49_089320","N/A","N/A","N/A","GO:0005524;GO:0004715;GO:0004672;GO:0004674","ATP binding;non-membrane spanning protein tyrosine kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289380","TGME49_289380-t26_1","hypothetical protein","protein coding gene","TGME49_089380","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289490","TGME49_289490-t26_1","serine/threonine specific protein phosphatase","protein coding gene","TGME49_089490","N/A","N/A","N/A","GO:0003824;GO:0004721","catalytic activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289540","TGME49_289540-t26_1","hypothetical protein","protein coding gene","TGME49_089540","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289620","TGME49_289620-t26_1","cathepsin CPC1","protein coding gene","TGME49_089620","CPC1","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_289760","TGME49_289760-t26_1","hypothetical protein","protein coding gene","TGME49_089760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289800","TGME49_289800-t26_1","hypothetical protein","protein coding gene","TGME49_089800","N/A","GO:0005789;GO:0016021","endoplasmic reticulum membrane;integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_289960","TGME49_289960-t26_1","hypothetical protein","protein coding gene","TGME49_089960","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290000","TGME49_290000-t26_1","hypothetical protein","protein coding gene","TGME49_090000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290170","TGME49_290170-t26_1","kelch repeat domain containing/Serine/threonine protein phosphatase protein","protein coding gene","TGME49_090170","N/A","N/A","N/A","GO:0016787;GO:0004721;GO:0005515","hydrolase activity;phosphoprotein phosphatase activity;protein binding","GO:0009742","brassinosteroid mediated signaling pathway","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290700","TGME49_290700-t26_1","hypothetical protein","protein coding gene","TGME49_090700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290730","TGME49_290730-t26_1","CS domain-containing protein","protein coding gene","TGME49_090730","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290900","TGME49_290900-t26_1","hydrolase, NUDIX family protein","protein coding gene","TGME49_090900","N/A","N/A","N/A","GO:0016787","hydrolase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_290940","TGME49_290940-t26_1","EMP/nonaspanin domain family protein","protein coding gene","TGME49_090940","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_291050","TGME49_291050-t26_1","histone kinase SNF1, putative","protein coding gene","TGME49_091050","N/A","N/A","N/A","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
